Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,categorical infant deaths,Alcohol,percentage expenditure,categorical percentage expenditure,Hepatitis B,Measles ,categorical Measles, BMI ,under-five deaths ,categorical under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,categorical Income composition of resources,Schooling
Albania,2014,Developing,77.5,8,0,0,4.51,428.7490668,f100-1000,98,0,0,57.2,1,f1-2,98,5.88,98,0.1,4575.763787,288914,1.2,1.3,0.761,f0.5-1,14.2
Botswana,2012,Developing,63.4,3,2,f1-2,0.01,12.83447357,f0-100,95,7,f1-10,36.2,3,f3-30,96,6.27,95,4.4,729.231453,289315,7.3,7,0.687,f0.5-1,12.5
Armenia,2013,Developing,74.4,123,1,f1-2,3.79,279.4290812,f100-1000,95,10,f1-10,53.3,1,f1-2,96,4.55,95,0.1,3843.591213,289359,2.1,2.1,0.736,f0.5-1,12.7
Albania,2013,Developing,77.2,84,0,0,4.76,430.8769785,f100-1000,99,0,0,56.5,1,f1-2,99,5.66,99,0.1,4414.72314,289592,1.3,1.4,0.759,f0.5-1,14.2
Lesotho,2012,Developing,52.2,513,4,f3-30,0.01,168.1348992,f100-1000,95,179,10+,3.8,6,f3-30,93,11.14,95,9,1281.516,289928,6.4,6.2,0.479,f0-0.5,11
Albania,2010,Developing,76.2,91,1,f1-2,5.28,41.82275719,f0-100,99,10,f1-10,54.3,1,f1-2,99,5.34,99,0.1,494.358832,291321,1.4,1.5,0.725,f0.5-1,12.5
Armenia,2007,Developing,73.5,132,1,f1-2,3.99,44.57219966,f0-100,85,1,f1-10,49.7,1,f1-2,9,4.31,88,0.1,3138.8873,293356,2,2.1,0.707,f0.5-1,11.7
Uzbekistan,2011,Developing,68.5,183,19,f3-30,2.83,140.6905284,f100-1000,99,476,10+,41.4,22,f3-30,99,5.65,99,0.1,1564.966945,293394,3,3.1,0.664,f0.5-1,12
Afghanistan,2000,Developing,54.8,321,88,30+,0.01,10.42496,f0-100,62,6532,10+,12.2,122,30+,24,8.2,24,0.1,114.56,293756,2.3,2.5,0.338,f0-0.5,5.5
Albania,2011,Developing,76.6,88,0,0,5.37,437.0621,f100-1000,99,28,10+,55.1,1,f1-2,99,5.71,99,0.1,4437.17868,295195,1.4,1.5,0.738,f0.5-1,13.3
Uzbekistan,2012,Developing,68.8,184,18,f3-30,0.01,16.71406295,f0-100,99,0,0,42.2,21,f3-30,99,6.49,99,0.1,174.468298,297745,3,3.1,0.673,f0.5-1,12
Albania,2005,Developing,73.5,15,1,f1-2,5.16,26.99312143,f0-100,98,6,f1-10,49.9,1,f1-2,97,6.12,98,0.1,279.142931,311487,1.8,1.8,0.685,f0.5-1,10.8
Belize,2009,Developing,69.5,184,0,0,6.85,549.8096097,f100-1000,97,0,0,46.3,0,0,98,5.81,97,0.3,4258.788611,313929,3.5,3.4,0.7,f0.5-1,12.7
Mauritania,2006,Developing,69,221,8,f3-30,0.01,55.79836969,f0-100,68,22,10+,24.8,12,f3-30,68,3.21,68,1.3,944.134851,322653,9.6,9.4,0.466,f0-0.5,7.2
Malaysia,2014,Developing,74.8,126,4,f3-30,0.52,721.3655432,f100-1000,96,221,10+,39.5,4,f3-30,97,4.17,97,0.1,11183.96191,322817,7.6,7.4,0.783,f0.5-1,13
Canada,2006,Developing,85,75,2,f1-2,8.2,771.1817686,f100-1000,14,13,10+,61.9,2,f1-2,95,9.75,95,0.1,4386.69948,325755,0.5,0.4,0.891,f0.5-1,15.8
Albania,2004,Developing,73,17,1,f1-2,4.54,221.8428,f100-1000,99,7,f1-10,48.9,1,f1-2,98,6.38,97,0.1,2416.588235,326939,1.8,1.9,0.681,f0.5-1,10.9
Afghanistan,2014,Developing,59.9,271,64,30+,0.01,73.52358168,f0-100,62,492,10+,18.6,86,30+,58,8.18,62,0.1,612.696514,327582,17.5,17.5,0.476,f0-0.5,10
Panama,2003,Developing,75.5,126,1,f1-2,5.52,58.45976019,f0-100,98,0,0,48.6,2,f1-2,95,7.6,98,0.1,4267.13578,329174,2.2,2.2,0.728,f0.5-1,12.8
Belize,2011,Developing,69.4,188,0,0,6.64,605.6286892,f100-1000,95,0,0,47.8,0,0,95,5.61,95,0.5,4516.24675,329192,3.5,3.4,0.7,f0.5-1,12.4
Kenya,2002,Developing,52.1,437,76,30+,1.66,32.73674134,f0-100,84,766,10+,15.1,118,30+,83,4.54,84,15.7,395.8493511,332149,8.9,8.9,0.451,f0-0.5,8.5
Uruguay,2004,Developing,75.4,122,1,f1-2,5.66,882.356362,f100-1000,94,0,0,57.7,1,f1-2,95,11.59,94,0.1,4117.38853,332496,1.7,1.6,0.75,f0.5-1,15.5
Uruguay,2001,Developing,75.2,123,1,f1-2,6.48,421.4804282,f100-1000,94,0,0,55.7,1,f1-2,94,7.46,94,0.1,6281.37747,332713,1.8,1.7,0.742,f0.5-1,14.2
Uruguay,2006,Developing,76.2,117,1,f1-2,6.58,1712.225506,1000+,95,0,0,58.9,1,f1-2,95,11.17,95,0.1,5877.87678,333143,1.6,1.6,0.756,f0.5-1,15.2
Panama,2005,Developing,75.8,122,1,f1-2,5.53,623.9100503,f100-1000,92,0,0,5.3,2,f1-2,88,7.48,92,0.1,4916.54886,333465,2.1,2.1,0.74,f0.5-1,12.9
Armenia,2002,Developing,72.6,134,1,f1-2,2.86,57.17810403,f0-100,91,40,10+,47.8,1,f1-2,96,5.4,94,0.1,783.261699,333897,2.1,2.1,0.645,f0.5-1,10.8
Uruguay,2008,Developing,76.4,119,1,f1-2,6.76,24.73142261,f0-100,94,0,0,6.1,1,f1-2,94,8.17,94,0.1,962.312164,335824,1.6,1.5,0.77,f0.5-1,15.7
Panama,2006,Developing,76.2,125,1,f1-2,5.72,631.1251711,f100-1000,88,0,0,51.1,2,f1-2,98,7,88,0.1,5348.518399,339195,2.1,2,0.744,f0.5-1,12.9
Albania,2003,Developing,72.8,18,1,f1-2,4.29,14.71928882,f0-100,97,8,f1-10,47.9,1,f1-2,97,6.27,97,0.1,189.681557,339616,1.9,2,0.674,f0.5-1,10.7
Belize,2013,Developing,69.8,18,0,0,6.56,629.2018591,f100-1000,95,0,0,49.3,0,0,95,5.79,95,0.2,4688.538443,344181,3.4,3.4,0.706,f0.5-1,12.9
Canada,2010,Developing,81.2,7,2,f1-2,8.4,8649.674911,1000+,56,99,10+,64.1,2,f1-2,88,11.2,89,0.1,47447.4762,345274,0.5,0.4,0.898,f0.5-1,15.9
Panama,2007,Developing,76.4,124,1,f1-2,6.16,76.2508038,f0-100,85,0,0,51.9,2,f1-2,84,6.31,85,0.2,668.8667,345387,2.1,2,0.743,f0.5-1,12.9
Mauritania,2008,Developing,61.4,217,8,f3-30,0.02,61.76263795,f0-100,74,4,f1-10,26.1,12,f3-30,73,3.23,74,1.3,1167.535689,347541,9.2,8.9,0.475,f0-0.5,7.2
Belize,2014,Developing,70,177,0,0,6.58,670.0920883,f100-1000,95,0,0,5.1,0,0,95,5.79,95,0.2,4852.223666,351694,3.4,3.4,0.705,f0.5-1,12.8
Mauritania,2009,Developing,61.7,215,8,f3-30,0.01,11.14504291,f0-100,64,322,10+,26.8,12,f3-30,63,3.79,64,1.2,146.83851,356288,8.9,8.7,0.476,f0-0.5,7.1
Uganda,2007,Developing,55.5,41,88,30+,9.65,6.002527685,f0-100,73,3776,10+,15.2,137,30+,7,9.76,73,8.4,41.858631,359487,6.3,6.3,0.442,f0-0.5,10.3
Bosnia and Herzegovina,2013,Developing,77,9,0,0,4.12,75.61062911,f0-100,91,0,0,54.7,0,0,87,9.46,89,0.1,535.86555,364999,2.4,2.4,0.735,f0.5-1,14.2
Mauritania,2010,Developing,62,214,8,f3-30,0.01,8.353074798,f0-100,64,1292,10+,27.4,12,f3-30,52,3.28,64,1.2,123.383675,369543,8.7,8.5,0.484,f0-0.5,7.6
Armenia,2000,Developing,72,142,1,f1-2,2.9,32.75626853,f0-100,55,15,10+,47.1,1,f1-2,96,6.25,93,0.1,622.7427477,369588,2.1,2.2,0.639,f0.5-1,11.2
Lebanon,2003,Developing,73.5,15,1,f1-2,2.19,527.9176618,f100-1000,74,526,10+,59.7,1,f1-2,74,9.3,74,0.1,5425.6697,371464,4.8,4.7,0,0,14.8
Bosnia and Herzegovina,2010,Developing,76.4,94,0,0,4.54,630.3883564,f100-1000,89,45,10+,53.1,0,0,9,9.58,89,0.1,4611.47298,372284,2.6,2.6,0.717,f0.5-1,13.3
Iraq,2010,Developing,76,145,32,30+,0.19,21.82252494,f0-100,72,492,10+,55.8,39,30+,74,3.82,74,0.1,452.74948,376271,5.3,5.1,0.646,f0.5-1,10.4
Panama,2011,Developing,77.3,121,1,f1-2,6.9,119.2124275,f100-1000,87,4,f1-10,54.9,1,f1-2,91,7.5,87,0.1,927.723171,377782,2,1.9,0.758,f0.5-1,12.9
Bosnia and Herzegovina,2005,Developing,75,12,0,0,4.56,45.71354264,f0-100,93,23,10+,5.5,0,0,95,8.5,93,0.1,2968.41186,378153,2.9,2.9,0,0,12.5
Mauritania,2012,Developing,62.5,29,8,f3-30,0.01,62.48419552,f0-100,8,35,10+,28.8,12,f3-30,8,3.36,8,1.2,1364.283745,383239,8.3,8.1,0.491,f0-0.5,7.8
Kenya,2007,Developing,56.8,356,66,30+,1.97,59.83361364,f0-100,81,1516,10+,17.3,100,30+,76,4.8,81,9.1,839.181117,388599,8.4,8.3,0.494,f0-0.5,10.1
Panama,2001,Developing,75.5,124,2,f1-2,5.43,7.320514461,f0-100,98,0,0,46.9,2,f1-2,95,7.72,99,0.1,446.372833,389684,2.3,2.3,0.721,f0.5-1,12.4
Panama,2014,Developing,77.6,119,1,f1-2,6.74,1842.463782,1000+,8,0,0,57.1,1,f1-2,8,8.3,8,0.1,12593.7374,393986,1.9,1.8,0.78,f0.5-1,13
Mauritania,2013,Developing,62.7,28,8,f3-30,0.01,8.88028118,f0-100,8,62,10+,29.4,12,f3-30,8,3.63,8,1.1,145.57838,394617,8.1,7.9,0.501,f0.5-1,8.2
Lebanon,2008,Developing,74.5,98,1,f1-2,1.67,69.13924862,f0-100,81,24,10+,62.5,1,f1-2,75,8.7,81,0.1,712.775759,411147,4.7,4.7,0.74,f0.5-1,13.1
Costa Rica,2004,Developing,77.7,12,1,f1-2,4.09,1043.10795,1000+,89,0,0,49.3,1,f1-2,9,7.8,9,0.1,4425.57467,418738,2.1,2,0.719,f0.5-1,12.2
Kenya,2009,Developing,59.1,317,62,30+,1.86,7.146851404,f0-100,88,1218,10+,18.4,91,30+,89,4.17,88,5,92.816252,423724,8.2,8.1,0.514,f0.5-1,10.7
Solomon Islands,2001,Developing,66.2,227,0,0,0.7,325.1114746,f100-1000,83,0,0,38.7,0,0,88,6.44,84,0.1,944.81684,423853,1.4,1.4,0.442,f0-0.5,6.6
Eritrea,2009,Developing,61.4,311,6,f3-30,0.63,1.575160196,f0-100,92,82,10+,15.5,9,f3-30,92,3.3,92,1,43.7544499,431334,9,8.9,0.402,f0-0.5,5.2
Solomon Islands,2002,Developing,66.5,22,0,0,1.08,156.2847968,f100-1000,75,0,0,39.6,0,0,78,6.9,78,0.1,784.9562874,435262,1.4,1.4,0.446,f0-0.5,7.3
Costa Rica,2006,Developing,78,16,1,f1-2,4.15,1185.412346,1000+,88,0,0,51.4,1,f1-2,89,7.82,89,0.1,5245.187372,438794,2,1.9,0.727,f0.5-1,12.6
Liberia,2014,Developing,58.1,329,8,f3-30,0.01,54.37396957,f0-100,5,34,10+,26.7,11,f3-30,49,1.4,5,0.9,458.4651734,439737,6.7,6.5,0.426,f0-0.5,9.9
Costa Rica,2008,Developing,78.9,99,1,f1-2,4.22,1859.095621,1000+,89,0,0,53.4,1,f1-2,89,9.1,9,0.1,6911.136136,442958,1.9,1.8,0.74,f0.5-1,12.9
Colombia,2000,Developing,71.4,167,18,f3-30,4.66,477.1341814,f100-1000,78,1,f1-10,46.7,21,f3-30,82,5.91,79,0.1,2472.197831,443958,2.6,2.3,0.65,f0.5-1,11.3
Solomon Islands,2003,Developing,66.8,215,0,0,1.18,16.83170578,f0-100,79,0,0,4.4,0,0,84,6,84,0.1,744.7657423,446769,1.3,1.3,0.453,f0-0.5,8
Eritrea,2011,Developing,62.9,286,6,f3-30,0.62,20.97991915,f0-100,96,48,10+,16.5,8,f3-30,96,3.6,96,0.7,582.775532,447469,8.8,8.7,0.405,f0-0.5,5
Central African Republic,2012,Developing,53,439,16,f3-30,0.01,7.344808214,f0-100,47,141,10+,21.2,23,f3-30,47,3.62,47,5.1,486.41114,449416,8.7,8.6,0.366,f0-0.5,7.1
Costa Rica,2010,Developing,78.1,16,1,f1-2,3.58,2377.010299,1000+,89,0,0,55.5,1,f1-2,93,9.66,88,0.1,8199.414621,454528,1.8,1.8,0.749,f0.5-1,13.3
Ukraine,2013,Developing,71,198,4,f3-30,8.44,52.42529588,f0-100,46,0,0,6.1,5,f3-30,72,7.67,76,0.2,429.71554,454896,2.3,2.4,0.744,f0.5-1,15.2
Ukraine,2012,Developing,77,25,5,f3-30,8.44,453.7830847,f100-1000,46,12746,10+,59.6,5,f3-30,72,7.47,76,0.2,3855.42128,455933,2.4,2.4,0.739,f0.5-1,15.1
Solomon Islands,2004,Developing,67.1,29,0,0,1.18,195.5259417,f100-1000,81,0,0,41.3,0,0,89,5.64,9,0.1,818.442619,458324,1.3,1.3,0.459,f0-0.5,8.1
Kenya,2014,Developing,62.9,255,56,30+,0.01,170.9626624,f100-1000,92,354,10+,21.3,79,30+,93,5.72,92,2.9,1335.6458,462425,7.8,7.7,0.546,f0.5-1,11.1
Ukraine,2008,Developing,67.7,273,5,f3-30,9.46,456.4586664,f100-1000,84,48,10+,57.6,6,f3-30,91,6.63,9,0.4,3891.37823,462582,2.5,2.6,0.73,f0.5-1,14.9
Ukraine,2007,Developing,67.5,277,5,f3-30,8.86,46.19685449,f0-100,92,1005,10+,57.2,6,f3-30,98,6.36,98,0.7,368.68998,465935,2.5,2.7,0.723,f0.5-1,14.8
Eritrea,2006,Developing,59.7,336,7,f3-30,0.97,10.60269773,f0-100,94,128,10+,14.3,9,f3-30,94,3.3,94,1.4,297.828588,466648,9.3,9.3,0.405,f0-0.5,5.3
Cabo Verde,2004,Developing,71.4,14,0,0,4.19,240.139715,f100-1000,91,0,0,23.7,0,0,94,5.6,93,0.8,1976.45856,467664,8.7,8.7,0.574,f0.5-1,11.1
Solomon Islands,2005,Developing,67.4,24,0,0,0.9,25.31155956,f0-100,83,0,0,42.1,0,0,9,7.83,89,0.1,88.874858,469885,1.3,1.3,0.465,f0-0.5,8.3
Ukraine,2005,Developing,67,278,5,f3-30,7.31,217.4345257,f100-1000,97,2392,10+,56.4,6,f3-30,95,6.41,96,0.9,1828.717626,471515,2.7,2.8,0.707,f0.5-1,14.5
Turkmenistan,2004,Developing,63.5,238,6,f3-30,2.86,186.1013972,f100-1000,96,1,f1-10,4,8,f3-30,98,4.3,97,0.1,1453.917166,473398,3.4,3.4,0,0,10.3
Ukraine,2004,Developing,67.4,267,5,f3-30,6.79,180.3537859,f100-1000,98,146,10+,56.1,6,f3-30,99,6.61,99,1,1367.352433,474516,2.7,2.8,0.7,f0.5-1,14.6
Cabo Verde,2005,Developing,71.8,134,0,0,4.26,3.349816965,f0-100,93,0,0,24.3,0,0,95,4.86,95,0.8,248.13459,474567,8.5,8.5,0.582,f0.5-1,11.2
South Africa,2005,Developing,53.8,498,55,30+,8.69,709.3170967,f100-1000,79,615,10+,43.6,84,30+,75,7.77,79,29.5,5414.634326,476667.24,11.6,13.9,0.609,f0.5-1,12.9
Argentina,2009,Developing,75.6,126,10,f3-30,8.33,1398.042623,1000+,94,3,f1-10,59.2,11,f3-30,97,7.63,94,0.1,8161.36966,479947,1,0.9,0.794,f0.5-1,16.5
Solomon Islands,2006,Developing,67.6,2,0,0,0.99,240.4851202,f100-1000,99,0,0,43,0,0,99,6.66,99,0.1,948.6592511,481422,1.3,1.3,0.47,f0-0.5,8.4
Cabo Verde,2007,Developing,72.3,126,0,0,5.28,345.463714,f100-1000,96,0,0,25.5,0,0,98,4.3,98,0.6,3112.285712,486438,8.1,8,0.602,f0.5-1,11.9
Lebanon,2007,Developing,74.4,98,1,f1-2,1.72,8.906931168,f0-100,8,373,10+,61.9,1,f1-2,75,8.9,8,0.1,614.271115,486466,4.7,4.6,0.731,f0.5-1,12.9
Turkmenistan,2007,Developing,64.1,241,6,f3-30,2.58,0.358651421,f0-100,98,59,10+,42,8,f3-30,98,2.16,98,0.1,26.371428,487137,3.3,3.3,0,0,10.4
Myanmar,2004,Developing,63.5,228,66,30+,0.44,4.15451614,f0-100,39,1329,10+,15.7,90,30+,92,1.97,82,0.5,219.8156688,487377,13.3,13.6,0.455,f0-0.5,7.8
Lebanon,2012,Developing,75,93,1,f1-2,1.53,151.1526829,f100-1000,81,9,f1-10,64.4,1,f1-2,75,6.99,81,0.1,8787.94668,491644,4.8,4.8,0.763,f0.5-1,13.3
Cabo Verde,2008,Developing,72.4,124,0,0,4.16,360.6208825,f100-1000,98,0,0,26.2,0,0,99,3.96,99,0.4,3638.95946,491723,7.8,7.8,0.615,f0.5-1,12.2
Cabo Verde,2009,Developing,72.4,124,0,0,4.45,339.9777364,f100-1000,98,0,0,26.8,0,0,99,4.24,99,0.4,3444.5566,496963,7.6,7.6,0.621,f0.5-1,12.4
Colombia,2001,Developing,71.5,165,17,f3-30,4.43,404.4205858,f100-1000,8,3,f1-10,47.5,21,f3-30,83,5.96,8,0.1,2395.856551,498899,2.5,2.3,0.653,f0.5-1,11.4
Suriname,2005,Developing,68.9,25,0,0,4.47,418.9206608,f100-1000,83,0,0,51.1,0,0,84,6.78,83,0.6,3595.8855,498946,3.5,3.4,0.672,f0.5-1,11.3
Cabo Verde,2012,Developing,72.7,121,0,0,0.01,33.55888998,f0-100,94,0,0,29,0,0,94,4.61,94,0.3,348.482762,513979,7.1,7.1,0.636,f0.5-1,13.2
Suriname,2008,Developing,69.8,196,0,0,4.94,815.4355995,f100-1000,84,0,0,53.3,0,0,85,5.92,85,1.2,6858.163158,515148,3.5,3.4,0.691,f0.5-1,11.9
Turkmenistan,2011,Developing,65.6,217,7,f3-30,2.55,490.4181326,f100-1000,97,0,0,45,8,f3-30,97,1.98,97,0.1,5649.978486,517461,3.2,3.3,0.665,f0.5-1,10.6
Nicaragua,2003,Developing,76,198,4,f3-30,3.77,2.542436908,f0-100,86,0,0,44.9,5,f3-30,86,6.12,86,0.3,115.565314,524879,2.1,2,0.583,f0.5-1,11
Cabo Verde,2014,Developing,73,117,0,0,0.01,414.0242418,f100-1000,97,0,0,3.5,0,0,95,4.76,95,0.2,3529.61843,526437,6.8,6.7,0.643,f0.5-1,13.5
Nicaragua,2000,Developing,73,192,4,f3-30,3.61,15.25518816,f0-100,83,0,0,42.8,5,f3-30,85,5.39,83,0.4,116.2743,526796,2.2,2.1,0.562,f0.5-1,10.1
Lebanon,2013,Developing,74.9,97,1,f1-2,1.29,14.55610463,f0-100,81,1761,10+,64.9,1,f1-2,75,6.63,81,0.1,846.285153,527612,4.8,4.8,0.766,f0.5-1,13.3
Suriname,2011,Developing,76,187,0,0,5.64,989.1263558,f100-1000,86,0,0,55.5,0,0,86,5.93,86,0.1,8318.97692,531589,3.5,3.4,0.704,f0.5-1,12.5
Solomon Islands,2011,Developing,68.5,186,0,0,0.99,229.6687488,f100-1000,99,0,0,47.2,0,0,99,5.8,99,0.1,1642.837974,539614,1.2,1.2,0.497,f0-0.5,9.4
Nicaragua,2006,Developing,73,17,3,f3-30,3.69,21.41123529,f0-100,88,0,0,47.1,4,f3-30,88,6.33,88,0.3,124.992617,545211,2,1.9,0.597,f0.5-1,11
Suriname,2014,Developing,71.4,178,0,0,6.32,1132.432517,1000+,85,0,0,57.7,0,0,85,5.69,85,0.4,9564.46383,547928,3.5,3.5,0.722,f0.5-1,12.7
Solomon Islands,2012,Developing,68.7,184,0,0,0.01,247.9492284,f100-1000,99,0,0,48.1,0,0,99,5.48,99,0.1,1858.689868,551531,1.2,1.2,0.505,f0.5-1,9.4
Nicaragua,2007,Developing,72.5,173,3,f3-30,3.83,253.0007812,f100-1000,93,0,0,47.9,4,f3-30,93,6.91,93,0.2,1344.31871,552216,2,1.9,0.601,f0.5-1,11
Myanmar,2011,Developing,65.6,27,47,30+,0.33,21.23698847,f0-100,4,2046,10+,2.5,61,30+,9,1.87,84,0.5,1186.423937,555331,13,13.3,0.526,f0.5-1,9.1
Nicaragua,2008,Developing,72.5,169,3,f3-30,3.64,275.064434,f100-1000,97,0,0,48.6,3,f3-30,97,6.98,97,0.2,1518.85386,559456,1.9,1.8,0.607,f0.5-1,11.1
Lebanon,2014,Developing,74.8,99,1,f1-2,1.32,140.3771361,f100-1000,81,112,10+,65.4,1,f1-2,75,6.39,81,0.1,8161.4614,563279,4.8,4.9,0.763,f0.5-1,13.3
Solomon Islands,2013,Developing,68.8,182,0,0,0.01,24.73328608,f0-100,94,0,0,48.9,0,0,99,5.42,94,0.1,188.5159,563513,1.1,1.2,0.509,f0.5-1,9.5
Bhutan,2000,Developing,62,312,1,f1-2,0.17,93.35872844,f0-100,98,418,10+,13.9,1,f1-2,98,6.91,92,0.1,765.8632358,573416,19.2,19.9,0,0,7.3
Comoros,2003,Developing,59.6,271,2,f1-2,0.26,45.09010835,f0-100,28,0,0,18.4,2,f1-2,8,3.65,8,0.1,544.566526,583211,7.6,7.6,0,0,9.2
Nicaragua,2012,Developing,73.9,157,2,f1-2,3.63,334.8174246,f100-1000,98,0,0,51.7,3,f3-30,99,8.4,98,0.1,1792.3845,587718,1.8,1.7,0.625,f0.5-1,11.5
El Salvador,2001,Developing,68.9,219,4,f3-30,2.88,332.1056586,f100-1000,75,2,f1-10,46.2,4,f3-30,94,8.2,92,0.4,2338.772244,595962,2.1,2,0.615,f0.5-1,11.6
Comoros,2004,Developing,59.8,269,2,f1-2,0.27,7.212110766,f0-100,77,0,0,18.8,2,f1-2,73,3.96,76,0.1,616.4197236,597228,7.5,7.5,0,0,9.5
Comoros,2005,Developing,60,266,2,f1-2,0.24,69.9675435,f0-100,68,912,10+,19.2,2,f1-2,67,4.32,68,0.1,621.93372,611627,7.5,7.4,0.434,f0-0.5,9.7
Nicaragua,2014,Developing,74.5,148,2,f1-2,3.55,473.1238124,f100-1000,98,0,0,53.2,3,f3-30,99,9.4,98,0.1,1975.46477,613997,1.8,1.7,0.636,f0.5-1,11.6
Sierra Leone,2007,Developing,45.3,45,29,f3-30,3.86,45.57108889,f0-100,63,0,0,2.2,45,30+,63,1.12,64,2.2,358.8274716,615417,8.9,8.9,0.357,f0-0.5,8.2
Montenegro,2007,Developing,74.2,125,0,0,4.98,678.5188944,f100-1000,9,0,0,57.2,0,0,92,6.74,92,0.1,5957.145693,615875,2.1,2.2,0.762,f0.5-1,13.6
Montenegro,2008,Developing,74.6,121,0,0,6.17,709.1311228,f100-1000,93,0,0,57.8,0,0,95,6.13,95,0.1,7325.73474,616969,2.1,2.1,0.774,f0.5-1,14.2
Montenegro,2009,Developing,75,117,0,0,6.45,489.6818699,f100-1000,87,0,0,58.5,0,0,91,6.7,92,0.1,6698.79439,618294,2,2.1,0.785,f0.5-1,14.6
El Salvador,2011,Developing,72,197,2,f1-2,2.37,549.2783081,f100-1000,89,0,0,53.4,2,f1-2,9,6.81,89,0.3,3736.58713,619256,1.7,1.6,0.666,f0.5-1,13
Montenegro,2010,Developing,75.3,115,0,0,6.56,635.4849381,f100-1000,9,5,f1-10,59.1,0,0,93,6.9,94,0.1,6682.281158,619428,2,2,0.787,f0.5-1,15
Bhutan,2003,Developing,63.3,273,1,f1-2,0.52,19.15664091,f0-100,95,0,0,15.5,1,f1-2,96,4.9,95,0.2,997.7417141,623434,18.3,19.1,0,0,8.4
El Salvador,2013,Developing,73,184,2,f1-2,2.42,653.6925016,f100-1000,92,0,0,54.7,2,f1-2,92,6.95,92,0.2,3895.664491,625777,1.6,1.6,0.675,f0.5-1,13.2
Comoros,2006,Developing,63,262,2,f1-2,0.25,77.0283958,f0-100,69,85,10+,19.6,2,f1-2,69,4.57,69,0.1,648.38717,626425,7.4,7.3,0.451,f0-0.5,9.9
El Salvador,2005,Developing,71,213,3,f3-30,2.77,440.6027042,f100-1000,89,0,0,49.4,3,f3-30,89,7.19,89,0.2,2835.281237,628961,1.9,1.8,0.644,f0.5-1,12.7
Paraguay,2010,Developing,73.2,152,3,f3-30,5.65,359.9760397,f100-1000,89,0,0,46.4,3,f3-30,85,9.1,89,0.1,3225.591754,629877,2.1,2,0.664,f0.5-1,12.4
Papua New Guinea,2005,Developing,64,37,11,f3-30,0.84,12.05551997,f0-100,63,1222,10+,41.1,15,f3-30,61,6.42,72,1.5,77.5773486,631479,1.4,1.4,0.446,f0-0.5,7.9
Togo,2009,Developing,56.7,336,14,f3-30,1.24,77.09551224,f0-100,78,425,10+,2.9,22,f3-30,78,6.64,78,4.3,499.6468713,633472,7.5,7.4,0.442,f0-0.5,10.6
Sierra Leone,2010,Developing,48.1,424,27,f3-30,3.84,5.347717533,f0-100,86,1089,10+,21.7,40,30+,84,1.32,86,1.6,45.128418,645872,8.3,8.2,0.384,f0-0.5,8.7
Paraguay,2013,Developing,73.8,148,3,f3-30,5.03,573.4346982,f100-1000,86,0,0,48.6,3,f3-30,8,1.49,86,0.2,4479.95858,646574,2,1.9,0.679,f0.5-1,12.3
Paraguay,2008,Developing,72.7,157,3,f3-30,6.14,34.73924576,f0-100,87,0,0,44.9,4,f3-30,85,7.6,89,0.1,359.992184,647117,2.1,2.1,0.654,f0.5-1,11.9
Papua New Guinea,2006,Developing,68,299,11,f3-30,0.64,126.6142137,f100-1000,71,1,f1-10,41.9,14,f3-30,67,5.92,72,1.5,854.346921,647272,1.4,1.4,0.454,f0-0.5,8.2
France,2009,Developing,81.1,88,3,f3-30,11.8,6415.35735,1000+,51,1541,10+,59.6,3,f3-30,98,11.28,98,0.1,41631.13141,647744,0.6,0.6,0.879,f0.5-1,16
Thailand,2004,Developing,71.6,189,14,f3-30,6.17,301.3597791,f100-1000,96,4165,10+,21.7,16,f3-30,98,3.51,98,0.5,2659.83918,652231,9,9.2,0.674,f0.5-1,11.9
Togo,2010,Developing,57.4,323,14,f3-30,1.21,41.96145465,f0-100,83,120,10+,21.4,21,f3-30,83,5.37,83,3.8,487.9238913,652952,7.3,7.2,0.449,f0-0.5,11
El Salvador,2006,Developing,75,211,3,f3-30,2.77,57.74562629,f0-100,96,0,0,5.1,3,f3-30,96,6.68,96,0.2,362.951768,656478,1.8,1.7,0.651,f0.5-1,12.9
Bhutan,2005,Developing,65,254,1,f1-2,0.73,145.5965445,f100-1000,95,11,10+,16.7,1,f1-2,95,5.28,95,0.3,1247.61392,656639,17.8,18.6,0,0,9.2
Comoros,2008,Developing,61,255,2,f1-2,0.12,93.36788979,f0-100,81,0,0,2.6,2,f1-2,81,5.13,81,0.1,795.97519,657229,7.2,7.1,0.461,f0-0.5,10.2
Turkey,2003,Developing,71.6,135,35,30+,1.42,459.1113061,f100-1000,68,5844,10+,55.9,43,30+,69,5.34,68,0.1,4718.51291,668583,5.1,5,0.668,f0.5-1,11.9
Honduras,2001,Developing,71.3,171,6,f3-30,2.74,15.36175284,f0-100,95,0,0,39.6,8,f3-30,99,6.88,96,1.6,113.4546,669361,2.7,2.7,0.557,f0.5-1,9.9
Bhutan,2006,Developing,65.8,245,1,f1-2,0.29,169.2023968,f100-1000,95,2,f1-10,17.4,1,f1-2,96,5.27,95,0.3,1335.45696,672228,17.5,18.3,0,0,9.6
